city,state,cost,statistics,latitude,longitude
Goldsboro,NC,"{'2023-01-01': 1272.24, '2023-02-01': 1265.77, '2023-03-01': 1257.1, '2023-04-01': 1250.94, '2023-05-01': 1271.87, '2023-06-01': 1286.11, '2023-07-01': 1304.16, '2023-08-01': 1301.24, '2023-09-01': 1292.2, '2023-10-01': 1283.77, '2023-11-01': 1289.43, '2023-12-01': 1316.62, '2024-01-01': 1328.75, '2024-02-01': 1329.0, '2024-03-01': 1319.13, '2024-04-01': 1323.66, '2024-05-01': 1351.96, '2024-06-01': 1355.89, '2024-07-01': 1365.76, '2024-08-01': 1359.78, '2024-09-01': 1379.75, '2024-10-01': 1384.06, '2024-11-01': 1376.71, '2024-12-01': 1369.5, '2025-01-01': 1377.93, '2025-02-01': 1422.66, '2025-03-01': 1425.23, '2025-04-01': 1416.81, '2025-05-01': 1411.37, '2025-06-01': 1422.87, '2025-07-01': 1441.63, '2025-08-01': 1439.36, '2025-09-01': 1447.48, '2025-10-01': 1465.18, '2025-11-01': 1461.79, '2025-12-01': 1440.35, '2026-01-01': 1421.81}","{'representative_monthly_cost': 1432.3, 'estimated_income_needed': 57292.0, 'yoy_rent_change_pct': 3.18}",35.3778,-77.9717
Greensboro,NC,"{'2015-01-01': 764.15, '2015-02-01': 766.78, '2015-03-01': 769.1, '2015-04-01': 775.66, '2015-05-01': 779.95, '2015-06-01': 782.8, '2015-07-01': 784.53, '2015-08-01': 782.04, '2015-09-01': 783.48, '2015-10-01': 783.7, '2015-11-01': 787.49, '2015-12-01': 787.18, '2016-01-01': 789.28, '2016-02-01': 792.08, '2016-03-01': 793.39, '2016-04-01': 794.27, '2016-05-01': 798.32, '2016-06-01': 801.87, '2016-07-01': 805.54, '2016-08-01': 806.77, '2016-09-01': 810.15, '2016-10-01': 809.82, '2016-11-01': 808.53, '2016-12-01': 807.82, '2017-01-01': 810.0, '2017-02-01': 814.89, '2017-03-01': 822.69, '2017-04-01': 825.96, '2017-05-01': 831.22, '2017-06-01': 833.04, '2017-07-01': 839.58, '2017-08-01': 840.16, '2017-09-01': 838.96, '2017-10-01': 838.22, '2017-11-01': 834.66, '2017-12-01': 835.85, '2018-01-01': 834.39, '2018-02-01': 842.77, '2018-03-01': 850.56, '2018-04-01': 861.23, '2018-05-01': 863.38, '2018-06-01': 866.87, '2018-07-01': 870.34, '2018-08-01': 873.61, '2018-09-01': 874.62, '2018-10-01': 873.71, '2018-11-01': 875.2, '2018-12-01': 875.52, '2019-01-01': 881.52, '2019-02-01': 884.49, '2019-03-01': 893.0, '2019-04-01': 898.78, '2019-05-01': 908.24, '2019-06-01': 913.36, '2019-07-01': 916.0, '2019-08-01': 916.05, '2019-09-01': 914.66, '2019-10-01': 917.04, '2019-11-01': 922.54, '2019-12-01': 925.52, '2020-01-01': 928.9, '2020-02-01': 931.26, '2020-03-01': 939.5, '2020-04-01': 943.2, '2020-05-01': 946.94, '2020-06-01': 953.15, '2020-07-01': 959.66, '2020-08-01': 972.96, '2020-09-01': 981.52, '2020-10-01': 989.5, '2020-11-01': 989.82, '2020-12-01': 986.83, '2021-01-01': 985.24, '2021-02-01': 992.51, '2021-03-01': 1011.49, '2021-04-01': 1029.12, '2021-05-01': 1043.99, '2021-06-01': 1054.85, '2021-07-01': 1074.05, '2021-08-01': 1093.48, '2021-09-01': 1108.81, '2021-10-01': 1123.36, '2021-11-01': 1134.4, '2021-12-01': 1141.1, '2022-01-01': 1148.02, '2022-02-01': 1156.53, '2022-03-01': 1174.73, '2022-04-01': 1189.4, '2022-05-01': 1202.91, '2022-06-01': 1216.65, '2022-07-01': 1233.54, '2022-08-01': 1242.21, '2022-09-01': 1246.57, '2022-10-01': 1244.37, '2022-11-01': 1248.61, '2022-12-01': 1250.91, '2023-01-01': 1252.05, '2023-02-01': 1258.02, '2023-03-01': 1264.99, '2023-04-01': 1276.15, '2023-05-01': 1281.13, '2023-06-01': 1292.08, '2023-07-01': 1298.2, '2023-08-01': 1300.76, '2023-09-01': 1302.84, '2023-10-01': 1302.13, '2023-11-01': 1307.03, '2023-12-01': 1302.97, '2024-01-01': 1306.36, '2024-02-01': 1306.68, '2024-03-01': 1317.23, '2024-04-01': 1328.73, '2024-05-01': 1343.85, '2024-06-01': 1354.05, '2024-07-01': 1360.11, '2024-08-01': 1360.88, '2024-09-01': 1361.87, '2024-10-01': 1363.38, '2024-11-01': 1367.69, '2024-12-01': 1365.89, '2025-01-01': 1359.58, '2025-02-01': 1363.52, '2025-03-01': 1365.17, '2025-04-01': 1378.56, '2025-05-01': 1380.12, '2025-06-01': 1390.02, '2025-07-01': 1398.03, '2025-08-01': 1402.06, '2025-09-01': 1404.56, '2025-10-01': 1402.71, '2025-11-01': 1402.55, '2025-12-01': 1399.4, '2026-01-01': 1395.75}","{'representative_monthly_cost': 1396.89, 'estimated_income_needed': 55875.6, 'yoy_rent_change_pct': 2.66}",36.0956,-79.8271
Greenville,NC,"{'2015-01-01': 764.77, '2015-02-01': 764.45, '2015-03-01': 770.4, '2015-04-01': 769.4, '2015-05-01': 773.19, '2015-06-01': 782.16, '2015-07-01': 783.11, '2015-08-01': 780.99, '2015-09-01': 775.11, '2015-10-01': 771.77, '2015-11-01': 777.88, '2015-12-01': 781.57, '2016-01-01': 789.25, '2016-02-01': 787.88, '2016-03-01': 788.16, '2016-04-01': 793.43, '2016-05-01': 798.7, '2016-06-01': 801.52, '2016-07-01': 802.71, '2016-08-01': 804.11, '2016-09-01': 805.67, '2016-10-01': 805.39, '2016-11-01': 803.44, '2016-12-01': 805.67, '2017-01-01': 812.14, '2017-02-01': 818.85, '2017-03-01': 819.81, '2017-04-01': 816.6, '2017-05-01': 816.68, '2017-06-01': 820.71, '2017-07-01': 827.69, '2017-08-01': 831.94, '2017-09-01': 829.87, '2017-10-01': 824.9, '2017-11-01': 830.53, '2017-12-01': 835.63, '2018-01-01': 847.06, '2018-02-01': 851.79, '2018-03-01': 859.46, '2018-04-01': 865.21, '2018-05-01': 865.7, '2018-06-01': 862.36, '2018-07-01': 862.44, '2018-08-01': 866.74, '2018-09-01': 874.68, '2018-10-01': 884.33, '2018-11-01': 882.69, '2018-12-01': 884.4, '2019-01-01': 884.08, '2019-02-01': 893.83, '2019-03-01': 900.37, '2019-04-01': 895.3, '2019-05-01': 894.41, '2019-06-01': 899.09, '2019-07-01': 911.55, '2019-08-01': 913.06, '2019-09-01': 915.89, '2019-10-01': 912.71, '2019-11-01': 927.73, '2019-12-01': 935.02, '2020-01-01': 941.22, '2020-02-01': 942.53, '2020-03-01': 945.55, '2020-04-01': 956.18, '2020-05-01': 954.88, '2020-06-01': 954.44, '2020-07-01': 958.33, '2020-08-01': 959.44, '2020-09-01': 967.37, '2020-10-01': 967.58, '2020-11-01': 970.74, '2020-12-01': 977.3, '2021-01-01': 983.97, '2021-02-01': 997.87, '2021-03-01': 1001.81, '2021-04-01': 1016.02, '2021-05-01': 1026.78, '2021-06-01': 1051.37, '2021-07-01': 1052.77, '2021-08-01': 1064.53, '2021-09-01': 1072.99, '2021-10-01': 1085.82, '2021-11-01': 1084.92, '2021-12-01': 1081.62, '2022-01-01': 1099.82, '2022-02-01': 1119.42, '2022-03-01': 1140.45, '2022-04-01': 1159.43, '2022-05-01': 1174.73, '2022-06-01': 1187.57, '2022-07-01': 1198.13, '2022-08-01': 1209.04, '2022-09-01': 1215.98, '2022-10-01': 1213.57, '2022-11-01': 1221.22, '2022-12-01': 1221.1, '2023-01-01': 1236.77, '2023-02-01': 1238.61, '2023-03-01': 1255.93, '2023-04-01': 1251.42, '2023-05-01': 1266.9, '2023-06-01': 1271.97, '2023-07-01': 1289.34, '2023-08-01': 1292.19, '2023-09-01': 1300.04, '2023-10-01': 1293.68, '2023-11-01': 1296.47, '2023-12-01': 1298.62, '2024-01-01': 1309.16, '2024-02-01': 1311.33, '2024-03-01': 1310.76, '2024-04-01': 1311.92, '2024-05-01': 1314.87, '2024-06-01': 1322.89, '2024-07-01': 1336.09, '2024-08-01': 1352.17, '2024-09-01': 1360.72, '2024-10-01': 1366.24, '2024-11-01': 1371.72, '2024-12-01': 1366.22, '2025-01-01': 1356.78, '2025-02-01': 1352.12, '2025-03-01': 1359.39, '2025-04-01': 1363.46, '2025-05-01': 1363.95, '2025-06-01': 1365.13, '2025-07-01': 1367.38, '2025-08-01': 1377.08, '2025-09-01': 1396.12, '2025-10-01': 1412.05, '2025-11-01': 1411.85, '2025-12-01': 1409.61, '2026-01-01': 1412.49}","{'representative_monthly_cost': 1372.23, 'estimated_income_needed': 54889.2, 'yoy_rent_change_pct': 4.11}",35.5943,-77.3760
Henderson,NC,"{'2025-04-01': 1096.23, '2025-05-01': 1107.41, '2025-06-01': 1100.99, '2025-07-01': 1097.39, '2025-08-01': 1108.12, '2025-09-01': 1097.5, '2025-10-01': 1099.84, '2025-11-01': 1078.48, '2025-12-01': 1054.9, '2026-01-01': 1060.42}","{'representative_monthly_cost': 1097.44, 'estimated_income_needed': 43897.6, 'yoy_rent_change_pct': None}",36.3256,-78.4151
Hickory,NC,"{'2021-02-01': 965.14, '2021-03-01': 981.08, '2021-04-01': 1042.69, '2021-05-01': 1069.28, '2021-06-01': 1077.13, '2021-07-01': 1090.05, '2021-08-01': 1120.83, '2021-09-01': 1157.93, '2021-10-01': 1166.88, '2021-11-01': 1156.7, '2021-12-01': 1167.2, '2022-01-01': 1163.28, '2022-02-01': 1195.92, '2022-03-01': 1193.69, '2022-04-01': 1231.31, '2022-05-01': 1245.77, '2022-06-01': 1272.2, '2022-07-01': 1279.2, '2022-08-01': 1288.81, '2022-09-01': 1295.97, '2022-10-01': 1297.39, '2022-11-01': 1278.22, '2022-12-01': 1270.49, '2023-01-01': 1266.03, '2023-02-01': 1283.25, '2023-03-01': 1293.0, '2023-04-01': 1297.55, '2023-05-01': 1315.31, '2023-06-01': 1308.26, '2023-07-01': 1311.68, '2023-08-01': 1304.86, '2023-09-01': 1316.68, '2023-10-01': 1322.19, '2023-11-01': 1319.53, '2023-12-01': 1318.84, '2024-01-01': 1312.29, '2024-02-01': 1306.3, '2024-03-01': 1303.66, '2024-04-01': 1339.68, '2024-05-01': 1342.07, '2024-06-01': 1350.15, '2024-07-01': 1329.11, '2024-08-01': 1341.07, '2024-09-01': 1343.03, '2024-10-01': 1338.31, '2024-11-01': 1349.9, '2024-12-01': 1362.26, '2025-01-01': 1367.33, '2025-02-01': 1365.15, '2025-03-01': 1351.26, '2025-04-01': 1373.82, '2025-05-01': 1384.81, '2025-06-01': 1408.06, '2025-07-01': 1400.44, '2025-08-01': 1415.43, '2025-09-01': 1422.77, '2025-10-01': 1430.5, '2025-11-01': 1425.71, '2025-12-01': 1418.11, '2026-01-01': 1422.08}","{'representative_monthly_cost': 1411.74, 'estimated_income_needed': 56469.6, 'yoy_rent_change_pct': 4.0}",35.7410,-81.3223
Jacksonville,NC,"{'2015-01-01': 831.21, '2015-02-01': 833.18, '2015-03-01': 835.12, '2015-04-01': 836.06, '2015-05-01': 835.68, '2015-06-01': 834.76, '2015-07-01': 833.09, '2015-08-01': 833.37, '2015-09-01': 832.05, '2015-10-01': 830.61, '2015-11-01': 830.36, '2015-12-01': 829.38, '2016-01-01': 830.04, '2016-02-01': 829.68, '2016-03-01': 830.77, '2016-04-01': 833.05, '2016-05-01': 834.25, '2016-06-01': 836.62, '2016-07-01': 835.19, '2016-08-01': 831.64, '2016-09-01': 827.98, '2016-10-01': 826.84, '2016-11-01': 826.38, '2016-12-01': 826.29, '2017-01-01': 826.51, '2017-02-01': 829.51, '2017-03-01': 835.43, '2017-04-01': 840.54, '2017-05-01': 844.0, '2017-06-01': 844.4, '2017-07-01': 844.83, '2017-08-01': 844.74, '2017-09-01': 844.51, '2017-10-01': 844.67, '2017-11-01': 845.63, '2017-12-01': 847.45, '2018-01-01': 847.75, '2018-02-01': 849.91, '2018-03-01': 853.89, '2018-04-01': 858.98, '2018-05-01': 864.7, '2018-06-01': 868.58, '2018-07-01': 871.58, '2018-08-01': 874.11, '2018-09-01': 874.79, '2018-10-01': 882.1, '2018-11-01': 891.98, '2018-12-01': 907.39, '2019-01-01': 917.89, '2019-02-01': 924.97, '2019-03-01': 933.29, '2019-04-01': 945.74, '2019-05-01': 957.18, '2019-06-01': 962.05, '2019-07-01': 962.98, '2019-08-01': 961.89, '2019-09-01': 963.0, '2019-10-01': 959.19, '2019-11-01': 954.2, '2019-12-01': 947.67, '2020-01-01': 949.33, '2020-02-01': 954.89, '2020-03-01': 958.95, '2020-04-01': 961.31, '2020-05-01': 967.7, '2020-06-01': 979.46, '2020-07-01': 989.11, '2020-08-01': 996.85, '2020-09-01': 1000.24, '2020-10-01': 1005.2, '2020-11-01': 1015.31, '2020-12-01': 1021.35, '2021-01-01': 1025.7, '2021-02-01': 1019.17, '2021-03-01': 1035.79, '2021-04-01': 1053.76, '2021-05-01': 1077.91, '2021-06-01': 1088.85, '2021-07-01': 1104.81, '2021-08-01': 1117.29, '2021-09-01': 1130.97, '2021-10-01': 1141.19, '2021-11-01': 1150.86, '2021-12-01': 1171.71, '2022-01-01': 1195.65, '2022-02-01': 1224.85, '2022-03-01': 1240.12, '2022-04-01': 1260.55, '2022-05-01': 1282.16, '2022-06-01': 1300.13, '2022-07-01': 1322.57, '2022-08-01': 1332.32, '2022-09-01': 1341.01, '2022-10-01': 1319.14, '2022-11-01': 1310.74, '2022-12-01': 1306.1, '2023-01-01': 1316.65, '2023-02-01': 1320.82, '2023-03-01': 1328.4, '2023-04-01': 1335.77, '2023-05-01': 1348.34, '2023-06-01': 1358.83, '2023-07-01': 1363.0, '2023-08-01': 1362.87, '2023-09-01': 1361.91, '2023-10-01': 1363.75, '2023-11-01': 1365.72, '2023-12-01': 1369.79, '2024-01-01': 1374.42, '2024-02-01': 1380.61, '2024-03-01': 1384.12, '2024-04-01': 1390.61, '2024-05-01': 1396.42, '2024-06-01': 1401.99, '2024-07-01': 1402.43, '2024-08-01': 1405.73, '2024-09-01': 1402.95, '2024-10-01': 1403.49, '2024-11-01': 1405.75, '2024-12-01': 1415.76, '2025-01-01': 1423.62, '2025-02-01': 1426.37, '2025-03-01': 1436.02, '2025-04-01': 1444.29, '2025-05-01': 1456.34, '2025-06-01': 1456.68, '2025-07-01': 1455.42, '2025-08-01': 1453.71, '2025-09-01': 1454.72, '2025-10-01': 1458.98, '2025-11-01': 1461.5, '2025-12-01': 1466.01, '2026-01-01': 1476.68}","{'representative_monthly_cost': 1455.88, 'estimated_income_needed': 58235.2, 'yoy_rent_change_pct': 3.73}",34.7289,-77.3941
Kill Devil Hills,NC,{'2026-01-01': 2773.75},"{'representative_monthly_cost': 2773.75, 'estimated_income_needed': 110950.0, 'yoy_rent_change_pct': None}",36.0167,-75.6699
Kinston,NC,"{'2025-09-01': 1073.34, '2025-10-01': 1039.9, '2025-11-01': 1035.61, '2025-12-01': 998.8, '2026-01-01': 996.67}","{'representative_monthly_cost': 1035.61, 'estimated_income_needed': 41424.4, 'yoy_rent_change_pct': None}",35.2747,-77.5939
Lumberton,NC,"{'2024-07-01': 989.85, '2024-09-01': 983.51, '2024-10-01': 992.46, '2024-11-01': 999.07, '2025-01-01': 999.59, '2025-02-01': 979.17, '2025-03-01': 1024.6, '2025-04-01': 1028.36, '2025-05-01': 1105.03, '2025-06-01': 1105.67, '2025-07-01': 1099.82, '2025-09-01': 1048.17, '2025-10-01': 1069.05, '2025-11-01': 1072.29, '2025-12-01': 1102.29, '2026-01-01': 1087.5}","{'representative_monthly_cost': 1070.67, 'estimated_income_needed': 42826.8, 'yoy_rent_change_pct': 8.85}",34.6312,-79.0186
Marion,NC,"{'2025-08-01': 1432.98, '2025-09-01': 1429.52, '2025-10-01': 1447.5, '2025-11-01': 1438.28, '2025-12-01': 1435.02, '2026-01-01': 1470.0}","{'representative_monthly_cost': 1436.65, 'estimated_income_needed': 57466.0, 'yoy_rent_change_pct': None}",35.6777,-82.0017
Morehead City,NC,"{'2021-10-01': 1396.13, '2021-11-01': 1402.75, '2021-12-01': 1383.03, '2022-01-01': 1343.27, '2022-02-01': 1377.03, '2022-03-01': 1405.65, '2022-04-01': 1456.01, '2022-05-01': 1470.67, '2022-06-01': 1451.39, '2022-07-01': 1442.31, '2022-08-01': 1446.2, '2022-09-01': 1482.45, '2022-10-01': 1497.32, '2022-11-01': 1478.87, '2022-12-01': 1513.27, '2023-01-01': 1530.82, '2023-02-01': 1582.81, '2023-03-01': 1554.56, '2023-04-01': 1586.95, '2023-05-01': 1598.66, '2023-06-01': 1612.97, '2023-07-01': 1584.4, '2023-08-01': 1573.29, '2023-09-01': 1576.81, '2023-10-01': 1601.27, '2023-11-01': 1625.45, '2023-12-01': 1636.32, '2024-01-01': 1655.07, '2024-02-01': 1651.47, '2024-03-01': 1675.23, '2024-04-01': 1670.01, '2024-05-01': 1694.24, '2024-06-01': 1700.56, '2024-07-01': 1711.57, '2024-08-01': 1707.37, '2024-09-01': 1699.82, '2024-10-01': 1700.19, '2024-11-01': 1689.09, '2024-12-01': 1705.34, '2025-01-01': 1724.35, '2025-02-01': 1726.23, '2025-03-01': 1724.24, '2025-04-01': 1746.01, '2025-05-01': 1767.65, '2025-06-01': 1791.72, '2025-07-01': 1777.12, '2025-08-01': 1787.81, '2025-09-01': 1814.04, '2025-10-01': 1851.15, '2025-11-01': 1848.51, '2025-12-01': 1812.21, '2026-01-01': 1772.71}","{'representative_monthly_cost': 1782.46, 'estimated_income_needed': 71298.4, 'yoy_rent_change_pct': 2.8}",34.7308,-76.7388
Mount Airy,NC,"{'2025-12-01': 1289.53, '2026-01-01': 1299.17}","{'representative_monthly_cost': 1294.35, 'estimated_income_needed': 51774.0, 'yoy_rent_change_pct': None}",36.5083,-80.6155
New Bern,NC,"{'2021-05-01': 1123.09, '2021-06-01': 1121.12, '2021-07-01': 1134.43, '2021-08-01': 1137.41, '2021-09-01': 1149.38, '2021-10-01': 1168.59, '2021-11-01': 1160.42, '2021-12-01': 1163.77, '2022-01-01': 1160.02, '2022-02-01': 1168.79, '2022-03-01': 1191.61, '2022-04-01': 1207.28, '2022-05-01': 1254.01, '2022-06-01': 1286.76, '2022-07-01': 1326.92, '2022-08-01': 1351.66, '2022-09-01': 1348.28, '2022-10-01': 1337.97, '2022-11-01': 1324.95, '2022-12-01': 1319.21, '2023-01-01': 1322.5, '2023-02-01': 1306.31, '2023-03-01': 1308.07, '2023-04-01': 1314.67, '2023-05-01': 1338.47, '2023-06-01': 1359.3, '2023-07-01': 1370.99, '2023-08-01': 1372.44, '2023-09-01': 1369.06, '2023-10-01': 1364.07, '2023-11-01': 1371.53, '2023-12-01': 1355.92, '2024-01-01': 1351.96, '2024-02-01': 1361.27, '2024-03-01': 1387.93, '2024-04-01': 1404.62, '2024-05-01': 1407.62, '2024-06-01': 1417.06, '2024-07-01': 1420.56, '2024-08-01': 1426.84, '2024-09-01': 1426.15, '2024-10-01': 1437.07, '2024-11-01': 1439.35, '2024-12-01': 1461.41, '2025-01-01': 1456.43, '2025-02-01': 1465.41, '2025-03-01': 1465.48, '2025-04-01': 1481.03, '2025-05-01': 1488.2, '2025-06-01': 1489.75, '2025-07-01': 1500.83, '2025-08-01': 1501.69, '2025-09-01': 1521.24, '2025-10-01': 1518.48, '2025-11-01': 1524.43, '2025-12-01': 1517.69, '2026-01-01': 1524.06}","{'representative_monthly_cost': 1501.26, 'estimated_income_needed': 60050.4, 'yoy_rent_change_pct': 4.64}",35.0955,-77.0723
North Wilkesboro,NC,{'2026-01-01': 1100.0},"{'representative_monthly_cost': 1100.0, 'estimated_income_needed': 44000.0, 'yoy_rent_change_pct': None}",36.1728,-81.1390
Pinehurst,NC,"{'2015-04-01': 1182.09, '2015-05-01': 1179.21, '2015-06-01': 1179.66, '2015-07-01': 1179.09, '2015-08-01': 1162.38, '2015-09-01': 1163.03, '2015-10-01': 1156.24, '2015-11-01': 1171.55, '2015-12-01': 1161.11, '2016-01-01': 1164.55, '2016-02-01': 1151.41, '2016-03-01': 1165.9, '2016-04-01': 1167.69, '2016-05-01': 1183.29, '2016-06-01': 1169.67, '2016-07-01': 1169.52, '2016-08-01': 1171.51, '2016-09-01': 1185.08, '2016-10-01': 1182.1, '2016-11-01': 1168.23, '2016-12-01': 1173.68, '2017-01-01': 1164.6, '2017-02-01': 1172.31, '2017-03-01': 1156.73, '2017-04-01': 1167.94, '2017-05-01': 1180.82, '2017-06-01': 1190.51, '2017-07-01': 1197.41, '2017-08-01': 1182.66, '2017-09-01': 1183.98, '2017-10-01': 1177.01, '2017-11-01': 1183.19, '2017-12-01': 1194.28, '2018-01-01': 1199.73, '2018-02-01': 1202.13, '2018-03-01': 1206.72, '2018-04-01': 1218.49, '2018-05-01': 1229.16, '2018-06-01': 1228.03, '2018-07-01': 1227.01, '2018-08-01': 1226.89, '2018-09-01': 1222.88, '2018-10-01': 1211.17, '2018-11-01': 1217.62, '2018-12-01': 1222.73, '2019-01-01': 1224.35, '2019-02-01': 1222.73, '2019-03-01': 1233.06, '2019-04-01': 1251.73, '2019-05-01': 1259.63, '2019-06-01': 1258.47, '2019-07-01': 1253.18, '2019-08-01': 1251.81, '2019-09-01': 1256.37, '2019-10-01': 1263.78, '2019-11-01': 1276.06, '2019-12-01': 1270.56, '2020-01-01': 1279.07, '2020-02-01': 1272.46, '2020-03-01': 1282.05, '2020-04-01': 1276.45, '2020-05-01': 1292.92, '2020-06-01': 1310.01, '2020-07-01': 1338.68, '2020-08-01': 1338.28, '2020-09-01': 1330.98, '2020-10-01': 1331.87, '2020-11-01': 1345.16, '2020-12-01': 1356.5, '2021-01-01': 1367.94, '2021-02-01': 1377.17, '2021-03-01': 1340.65, '2021-04-01': 1363.41, '2021-05-01': 1404.98, '2021-06-01': 1492.59, '2021-07-01': 1512.52, '2021-08-01': 1521.8, '2021-09-01': 1558.78, '2021-10-01': 1576.35, '2021-11-01': 1565.42, '2021-12-01': 1570.03, '2022-01-01': 1563.5, '2022-02-01': 1582.38, '2022-03-01': 1594.24, '2022-04-01': 1646.25, '2022-05-01': 1690.11, '2022-06-01': 1704.7, '2022-07-01': 1707.08, '2022-08-01': 1702.52, '2022-09-01': 1698.08, '2022-10-01': 1683.15, '2022-11-01': 1692.13, '2022-12-01': 1685.89, '2023-01-01': 1695.8, '2023-02-01': 1697.67, '2023-03-01': 1725.28, '2023-04-01': 1759.12, '2023-05-01': 1772.54, '2023-06-01': 1780.39, '2023-07-01': 1756.63, '2023-08-01': 1772.85, '2023-09-01': 1770.41, '2023-10-01': 1790.21, '2023-11-01': 1778.09, '2023-12-01': 1784.02, '2024-01-01': 1783.56, '2024-02-01': 1784.74, '2024-03-01': 1791.47, '2024-04-01': 1805.56, '2024-05-01': 1827.33, '2024-06-01': 1828.4, '2024-07-01': 1822.16, '2024-08-01': 1818.09, '2024-09-01': 1808.44, '2024-10-01': 1804.65, '2024-11-01': 1792.48, '2024-12-01': 1798.6, '2025-01-01': 1804.27, '2025-02-01': 1804.83, '2025-03-01': 1830.45, '2025-04-01': 1834.14, '2025-05-01': 1860.18, '2025-06-01': 1843.23, '2025-07-01': 1837.04, '2025-08-01': 1806.4, '2025-09-01': 1801.68, '2025-10-01': 1806.04, '2025-11-01': 1830.99, '2025-12-01': 1832.58, '2026-01-01': 1834.48}","{'representative_monthly_cost': 1831.78, 'estimated_income_needed': 73271.2, 'yoy_rent_change_pct': 1.67}",35.1922,-79.4684
Raleigh,NC,"{'2015-01-01': 1057.16, '2015-02-01': 1059.19, '2015-03-01': 1066.97, '2015-04-01': 1072.85, '2015-05-01': 1085.54, '2015-06-01': 1091.58, '2015-07-01': 1096.42, '2015-08-01': 1095.31, '2015-09-01': 1095.11, '2015-10-01': 1094.61, '2015-11-01': 1095.5, '2015-12-01': 1096.66, '2016-01-01': 1098.17, '2016-02-01': 1099.28, '2016-03-01': 1106.29, '2016-04-01': 1115.11, '2016-05-01': 1125.15, '2016-06-01': 1131.26, '2016-07-01': 1133.57, '2016-08-01': 1133.7, '2016-09-01': 1133.93, '2016-10-01': 1132.56, '2016-11-01': 1130.13, '2016-12-01': 1124.66, '2017-01-01': 1125.04, '2017-02-01': 1133.16, '2017-03-01': 1144.79, '2017-04-01': 1157.65, '2017-05-01': 1167.48, '2017-06-01': 1174.2, '2017-07-01': 1177.71, '2017-08-01': 1175.52, '2017-09-01': 1176.77, '2017-10-01': 1173.97, '2017-11-01': 1172.09, '2017-12-01': 1168.02, '2018-01-01': 1171.71, '2018-02-01': 1181.87, '2018-03-01': 1194.12, '2018-04-01': 1203.31, '2018-05-01': 1211.79, '2018-06-01': 1215.98, '2018-07-01': 1219.69, '2018-08-01': 1220.19, '2018-09-01': 1220.22, '2018-10-01': 1216.29, '2018-11-01': 1215.41, '2018-12-01': 1212.56, '2019-01-01': 1216.94, '2019-02-01': 1218.34, '2019-03-01': 1229.41, '2019-04-01': 1238.83, '2019-05-01': 1249.78, '2019-06-01': 1259.11, '2019-07-01': 1265.43, '2019-08-01': 1268.09, '2019-09-01': 1265.01, '2019-10-01': 1260.76, '2019-11-01': 1260.42, '2019-12-01': 1264.65, '2020-01-01': 1274.68, '2020-02-01': 1278.21, '2020-03-01': 1281.96, '2020-04-01': 1278.77, '2020-05-01': 1279.3, '2020-06-01': 1284.14, '2020-07-01': 1291.34, '2020-08-01': 1300.1, '2020-09-01': 1302.09, '2020-10-01': 1304.2, '2020-11-01': 1307.49, '2020-12-01': 1308.6, '2021-01-01': 1313.73, '2021-02-01': 1317.63, '2021-03-01': 1330.42, '2021-04-01': 1348.87, '2021-05-01': 1379.77, '2021-06-01': 1417.65, '2021-07-01': 1455.71, '2021-08-01': 1487.22, '2021-09-01': 1504.18, '2021-10-01': 1513.96, '2021-11-01': 1519.76, '2021-12-01': 1527.34, '2022-01-01': 1536.02, '2022-02-01': 1544.97, '2022-03-01': 1559.02, '2022-04-01': 1577.86, '2022-05-01': 1600.54, '2022-06-01': 1626.8, '2022-07-01': 1646.49, '2022-08-01': 1657.87, '2022-09-01': 1658.34, '2022-10-01': 1648.51, '2022-11-01': 1634.74, '2022-12-01': 1626.18, '2023-01-01': 1625.66, '2023-02-01': 1633.33, '2023-03-01': 1643.31, '2023-04-01': 1653.16, '2023-05-01': 1664.05, '2023-06-01': 1668.12, '2023-07-01': 1676.98, '2023-08-01': 1676.63, '2023-09-01': 1672.42, '2023-10-01': 1657.54, '2023-11-01': 1643.27, '2023-12-01': 1637.05, '2024-01-01': 1635.33, '2024-02-01': 1642.37, '2024-03-01': 1646.1, '2024-04-01': 1653.74, '2024-05-01': 1661.25, '2024-06-01': 1671.39, '2024-07-01': 1677.14, '2024-08-01': 1676.64, '2024-09-01': 1666.21, '2024-10-01': 1657.28, '2024-11-01': 1648.54, '2024-12-01': 1648.84, '2025-01-01': 1651.23, '2025-02-01': 1657.23, '2025-03-01': 1666.72, '2025-04-01': 1672.48, '2025-05-01': 1680.98, '2025-06-01': 1681.96, '2025-07-01': 1684.21, '2025-08-01': 1682.51, '2025-09-01': 1676.28, '2025-10-01': 1668.79, '2025-11-01': 1659.17, '2025-12-01': 1652.81, '2026-01-01': 1654.85}","{'representative_monthly_cost': 1670.63, 'estimated_income_needed': 66825.2, 'yoy_rent_change_pct': 0.22}",35.8324,-78.6429
