city,state,cost,statistics,latitude,longitude
Victoria,TX,"{'2022-03-01': 1074.66, '2022-04-01': 1070.6, '2022-05-01': 1054.96, '2022-06-01': 1057.81, '2022-07-01': 1067.82, '2022-08-01': 1085.94, '2022-09-01': 1071.1, '2022-10-01': 1068.2, '2022-11-01': 1056.36, '2022-12-01': 1084.72, '2023-01-01': 1100.28, '2023-02-01': 1115.4, '2023-03-01': 1098.26, '2023-04-01': 1082.33, '2023-05-01': 1072.62, '2023-06-01': 1077.92, '2023-07-01': 1092.25, '2023-08-01': 1091.6, '2023-09-01': 1078.34, '2023-10-01': 1079.34, '2023-11-01': 1100.74, '2023-12-01': 1111.28, '2024-01-01': 1112.52, '2024-02-01': 1110.26, '2024-03-01': 1115.24, '2024-04-01': 1119.86, '2024-05-01': 1115.83, '2024-06-01': 1117.38, '2024-07-01': 1126.74, '2024-08-01': 1149.13, '2024-09-01': 1149.45, '2024-10-01': 1132.13, '2024-11-01': 1124.2, '2024-12-01': 1132.42, '2025-01-01': 1156.26, '2025-02-01': 1168.8, '2025-03-01': 1176.07, '2025-04-01': 1175.68, '2025-05-01': 1170.6, '2025-06-01': 1180.01, '2025-07-01': 1178.3, '2025-08-01': 1171.9, '2025-09-01': 1167.64, '2025-10-01': 1173.2, '2025-11-01': 1172.9, '2025-12-01': 1171.9, '2026-01-01': 1178.59}","{'representative_monthly_cost': 1173.05, 'estimated_income_needed': 46922.0, 'yoy_rent_change_pct': 1.93}",28.8287,-96.9849
Waco,TX,"{'2015-01-01': 872.4, '2015-02-01': 855.78, '2015-03-01': 862.16, '2015-04-01': 878.62, '2015-05-01': 874.95, '2015-06-01': 877.58, '2015-07-01': 872.22, '2015-08-01': 882.33, '2015-09-01': 876.66, '2015-10-01': 877.29, '2015-11-01': 882.2, '2015-12-01': 885.04, '2016-01-01': 886.5, '2016-02-01': 877.55, '2016-03-01': 885.76, '2016-04-01': 891.58, '2016-05-01': 909.13, '2016-06-01': 910.76, '2016-07-01': 917.77, '2016-08-01': 919.0, '2016-09-01': 919.1, '2016-10-01': 916.94, '2016-11-01': 912.26, '2016-12-01': 915.22, '2017-01-01': 908.78, '2017-02-01': 921.25, '2017-03-01': 918.71, '2017-04-01': 933.62, '2017-05-01': 928.42, '2017-06-01': 934.2, '2017-07-01': 932.07, '2017-08-01': 939.44, '2017-09-01': 946.27, '2017-10-01': 948.16, '2017-11-01': 946.17, '2017-12-01': 946.4, '2018-01-01': 952.37, '2018-02-01': 958.23, '2018-03-01': 960.73, '2018-04-01': 967.27, '2018-05-01': 974.07, '2018-06-01': 977.9, '2018-07-01': 977.95, '2018-08-01': 974.37, '2018-09-01': 970.17, '2018-10-01': 972.07, '2018-11-01': 974.42, '2018-12-01': 982.74, '2019-01-01': 977.72, '2019-02-01': 985.33, '2019-03-01': 993.16, '2019-04-01': 1001.32, '2019-05-01': 1008.8, '2019-06-01': 1022.81, '2019-07-01': 1034.36, '2019-08-01': 1034.31, '2019-09-01': 1024.89, '2019-10-01': 1019.02, '2019-11-01': 1015.66, '2019-12-01': 1018.52, '2020-01-01': 1020.05, '2020-02-01': 1027.17, '2020-03-01': 1029.9, '2020-04-01': 1046.5, '2020-05-01': 1056.21, '2020-06-01': 1064.47, '2020-07-01': 1058.1, '2020-08-01': 1066.07, '2020-09-01': 1061.85, '2020-10-01': 1083.02, '2020-11-01': 1088.66, '2020-12-01': 1087.14, '2021-01-01': 1081.39, '2021-02-01': 1080.18, '2021-03-01': 1099.08, '2021-04-01': 1113.9, '2021-05-01': 1133.4, '2021-06-01': 1153.9, '2021-07-01': 1170.12, '2021-08-01': 1189.91, '2021-09-01': 1196.39, '2021-10-01': 1216.09, '2021-11-01': 1228.38, '2021-12-01': 1244.42, '2022-01-01': 1230.94, '2022-02-01': 1240.55, '2022-03-01': 1250.15, '2022-04-01': 1289.57, '2022-05-01': 1307.1, '2022-06-01': 1342.5, '2022-07-01': 1351.51, '2022-08-01': 1361.43, '2022-09-01': 1358.47, '2022-10-01': 1354.91, '2022-11-01': 1352.52, '2022-12-01': 1358.62, '2023-01-01': 1368.17, '2023-02-01': 1369.27, '2023-03-01': 1369.59, '2023-04-01': 1370.59, '2023-05-01': 1379.58, '2023-06-01': 1373.96, '2023-07-01': 1386.0, '2023-08-01': 1387.92, '2023-09-01': 1403.24, '2023-10-01': 1395.54, '2023-11-01': 1393.04, '2023-12-01': 1392.05, '2024-01-01': 1390.41, '2024-02-01': 1399.18, '2024-03-01': 1407.61, '2024-04-01': 1417.99, '2024-05-01': 1421.47, '2024-06-01': 1423.23, '2024-07-01': 1431.03, '2024-08-01': 1432.31, '2024-09-01': 1427.36, '2024-10-01': 1426.74, '2024-11-01': 1432.23, '2024-12-01': 1436.62, '2025-01-01': 1433.65, '2025-02-01': 1423.09, '2025-03-01': 1422.91, '2025-04-01': 1427.66, '2025-05-01': 1434.08, '2025-06-01': 1432.29, '2025-07-01': 1431.29, '2025-08-01': 1438.37, '2025-09-01': 1437.45, '2025-10-01': 1445.56, '2025-11-01': 1445.88, '2025-12-01': 1451.05, '2026-01-01': 1444.68}","{'representative_monthly_cost': 1435.77, 'estimated_income_needed': 57430.8, 'yoy_rent_change_pct': 0.77}",31.5599,-97.1882
Wichita Falls,TX,"{'2015-01-01': 675.73, '2015-02-01': 667.9, '2015-03-01': 671.05, '2015-04-01': 676.06, '2015-05-01': 686.05, '2015-06-01': 690.16, '2015-07-01': 693.9, '2015-08-01': 690.66, '2015-09-01': 694.96, '2015-10-01': 685.65, '2015-11-01': 677.25, '2015-12-01': 674.81, '2016-01-01': 680.96, '2016-02-01': 686.59, '2016-03-01': 687.48, '2016-04-01': 691.28, '2016-05-01': 697.33, '2016-06-01': 702.23, '2016-07-01': 699.41, '2016-08-01': 705.54, '2016-09-01': 706.72, '2016-10-01': 708.88, '2016-11-01': 701.58, '2016-12-01': 702.33, '2017-01-01': 707.4, '2017-02-01': 717.66, '2017-03-01': 719.48, '2017-04-01': 722.46, '2017-05-01': 724.44, '2017-06-01': 721.92, '2017-07-01': 721.26, '2017-08-01': 720.13, '2017-09-01': 720.91, '2017-10-01': 730.21, '2017-11-01': 737.13, '2017-12-01': 747.61, '2018-01-01': 746.05, '2018-02-01': 743.59, '2018-03-01': 745.08, '2018-04-01': 748.02, '2018-05-01': 751.56, '2018-06-01': 751.62, '2018-07-01': 750.77, '2018-08-01': 751.17, '2018-09-01': 753.79, '2018-10-01': 762.36, '2018-11-01': 766.41, '2018-12-01': 771.89, '2019-01-01': 767.14, '2019-02-01': 769.89, '2019-03-01': 771.22, '2019-04-01': 782.04, '2019-05-01': 798.4, '2019-06-01': 805.99, '2019-07-01': 806.78, '2019-08-01': 795.45, '2019-09-01': 790.96, '2019-10-01': 790.75, '2019-11-01': 791.11, '2019-12-01': 799.4, '2020-01-01': 807.57, '2020-02-01': 821.24, '2020-03-01': 821.21, '2020-04-01': 826.3, '2020-05-01': 836.71, '2020-06-01': 848.55, '2020-07-01': 847.52, '2020-08-01': 845.53, '2020-09-01': 850.6, '2020-10-01': 853.5, '2020-11-01': 867.26, '2020-12-01': 868.03, '2021-01-01': 892.22, '2021-02-01': 895.52, '2021-03-01': 893.98, '2021-04-01': 897.6, '2021-05-01': 911.66, '2021-06-01': 957.47, '2021-07-01': 958.54, '2021-08-01': 961.17, '2021-09-01': 956.62, '2021-10-01': 971.44, '2021-11-01': 971.32, '2021-12-01': 965.11, '2022-01-01': 980.08, '2022-02-01': 1006.79, '2022-03-01': 1018.2, '2022-04-01': 1028.87, '2022-05-01': 1043.3, '2022-06-01': 1071.59, '2022-07-01': 1070.23, '2022-08-01': 1074.97, '2022-09-01': 1073.58, '2022-10-01': 1077.73, '2022-11-01': 1065.93, '2022-12-01': 1061.78, '2023-01-01': 1064.15, '2023-02-01': 1077.88, '2023-03-01': 1085.82, '2023-04-01': 1102.1, '2023-05-01': 1097.28, '2023-06-01': 1110.96, '2023-07-01': 1117.39, '2023-08-01': 1118.99, '2023-09-01': 1117.17, '2023-10-01': 1119.25, '2023-11-01': 1122.29, '2023-12-01': 1121.65, '2024-01-01': 1119.72, '2024-02-01': 1126.14, '2024-03-01': 1130.89, '2024-04-01': 1132.53, '2024-05-01': 1140.44, '2024-06-01': 1151.86, '2024-07-01': 1158.49, '2024-08-01': 1163.61, '2024-09-01': 1155.94, '2024-10-01': 1149.25, '2024-11-01': 1150.05, '2024-12-01': 1152.21, '2025-01-01': 1165.37, '2025-02-01': 1162.69, '2025-03-01': 1175.88, '2025-04-01': 1187.59, '2025-05-01': 1201.74, '2025-06-01': 1197.72, '2025-07-01': 1191.61, '2025-08-01': 1184.38, '2025-09-01': 1188.6, '2025-10-01': 1190.03, '2025-11-01': 1193.59, '2025-12-01': 1196.89, '2026-01-01': 1200.69}","{'representative_monthly_cost': 1190.82, 'estimated_income_needed': 47632.8, 'yoy_rent_change_pct': 3.03}",33.9072,-98.5291
Cedar City,UT,"{'2022-03-01': 1386.82, '2022-04-01': 1409.4, '2022-05-01': 1416.63, '2022-06-01': 1435.61, '2022-07-01': 1410.13, '2022-08-01': 1418.1, '2022-09-01': 1375.13, '2022-10-01': 1415.88, '2022-11-01': 1404.51, '2022-12-01': 1423.09, '2023-01-01': 1370.18, '2023-02-01': 1377.99, '2023-03-01': 1397.76, '2023-04-01': 1423.06, '2023-05-01': 1422.18, '2023-06-01': 1432.97, '2023-07-01': 1439.96, '2023-08-01': 1450.87, '2023-09-01': 1463.56, '2023-10-01': 1466.91, '2023-11-01': 1452.47, '2023-12-01': 1427.55, '2024-01-01': 1438.87, '2024-02-01': 1456.17, '2024-03-01': 1470.3, '2024-04-01': 1457.34, '2024-05-01': 1460.18, '2024-06-01': 1468.4, '2024-07-01': 1476.49, '2024-08-01': 1475.28, '2024-09-01': 1485.24, '2024-10-01': 1484.25, '2024-11-01': 1484.1, '2024-12-01': 1455.52, '2025-01-01': 1426.11, '2025-02-01': 1427.3, '2025-03-01': 1444.85, '2025-04-01': 1475.92, '2025-05-01': 1479.36, '2025-06-01': 1496.8, '2025-07-01': 1502.05, '2025-08-01': 1515.9, '2025-09-01': 1503.59, '2025-10-01': 1498.42, '2025-11-01': 1479.67, '2025-12-01': 1473.78, '2026-01-01': 1478.52}","{'representative_monthly_cost': 1479.51, 'estimated_income_needed': 59180.4, 'yoy_rent_change_pct': 3.68}",37.6834,-113.0956
Logan,UT,"{'2022-02-01': 1147.1, '2022-03-01': 1157.68, '2022-04-01': 1194.51, '2022-05-01': 1269.73, '2022-06-01': 1280.2, '2022-07-01': 1291.06, '2022-08-01': 1272.42, '2022-09-01': 1270.54, '2022-10-01': 1259.33, '2022-11-01': 1284.84, '2022-12-01': 1330.99, '2023-01-01': 1345.32, '2023-02-01': 1330.31, '2023-03-01': 1304.1, '2023-04-01': 1295.55, '2023-05-01': 1306.48, '2023-06-01': 1303.88, '2023-07-01': 1310.9, '2023-08-01': 1309.56, '2023-09-01': 1305.8, '2023-10-01': 1299.77, '2023-11-01': 1306.14, '2023-12-01': 1319.49, '2024-01-01': 1314.41, '2024-02-01': 1319.63, '2024-03-01': 1324.75, '2024-04-01': 1329.7, '2024-05-01': 1325.99, '2024-06-01': 1330.83, '2024-07-01': 1334.38, '2024-08-01': 1343.17, '2024-09-01': 1349.97, '2024-10-01': 1357.18, '2024-11-01': 1356.01, '2024-12-01': 1335.16, '2025-01-01': 1327.9, '2025-02-01': 1324.77, '2025-03-01': 1344.08, '2025-04-01': 1353.59, '2025-05-01': 1367.15, '2025-06-01': 1372.0, '2025-07-01': 1389.55, '2025-08-01': 1393.8, '2025-09-01': 1393.89, '2025-10-01': 1380.08, '2025-11-01': 1382.17, '2025-12-01': 1373.7, '2026-01-01': 1366.62}","{'representative_monthly_cost': 1372.85, 'estimated_income_needed': 54914.0, 'yoy_rent_change_pct': 2.92}",41.7399,-111.8422
Ogden,UT,"{'2015-01-01': 883.56, '2015-02-01': 883.97, '2015-03-01': 890.97, '2015-04-01': 896.9, '2015-05-01': 907.39, '2015-06-01': 910.69, '2015-07-01': 918.3, '2015-08-01': 915.86, '2015-09-01': 918.89, '2015-10-01': 919.93, '2015-11-01': 917.68, '2015-12-01': 913.06, '2016-01-01': 913.73, '2016-02-01': 924.66, '2016-03-01': 932.65, '2016-04-01': 938.73, '2016-05-01': 949.99, '2016-06-01': 966.11, '2016-07-01': 979.35, '2016-08-01': 979.92, '2016-09-01': 980.31, '2016-10-01': 976.19, '2016-11-01': 979.93, '2016-12-01': 978.64, '2017-01-01': 991.1, '2017-02-01': 1000.17, '2017-03-01': 1006.32, '2017-04-01': 1012.52, '2017-05-01': 1011.63, '2017-06-01': 1026.48, '2017-07-01': 1033.82, '2017-08-01': 1042.43, '2017-09-01': 1043.63, '2017-10-01': 1036.57, '2017-11-01': 1034.35, '2017-12-01': 1037.3, '2018-01-01': 1045.23, '2018-02-01': 1060.77, '2018-03-01': 1066.62, '2018-04-01': 1085.34, '2018-05-01': 1092.82, '2018-06-01': 1104.33, '2018-07-01': 1100.87, '2018-08-01': 1105.44, '2018-09-01': 1109.29, '2018-10-01': 1112.18, '2018-11-01': 1113.32, '2018-12-01': 1116.02, '2019-01-01': 1122.93, '2019-02-01': 1122.16, '2019-03-01': 1135.48, '2019-04-01': 1147.0, '2019-05-01': 1167.35, '2019-06-01': 1172.59, '2019-07-01': 1177.84, '2019-08-01': 1180.9, '2019-09-01': 1179.3, '2019-10-01': 1181.18, '2019-11-01': 1179.59, '2019-12-01': 1186.44, '2020-01-01': 1191.46, '2020-02-01': 1201.23, '2020-03-01': 1203.69, '2020-04-01': 1205.78, '2020-05-01': 1210.79, '2020-06-01': 1224.89, '2020-07-01': 1237.24, '2020-08-01': 1247.21, '2020-09-01': 1246.34, '2020-10-01': 1255.82, '2020-11-01': 1266.43, '2020-12-01': 1268.71, '2021-01-01': 1279.22, '2021-02-01': 1288.44, '2021-03-01': 1310.64, '2021-04-01': 1332.92, '2021-05-01': 1360.09, '2021-06-01': 1392.54, '2021-07-01': 1418.39, '2021-08-01': 1438.91, '2021-09-01': 1461.73, '2021-10-01': 1471.51, '2021-11-01': 1473.57, '2021-12-01': 1493.37, '2022-01-01': 1511.42, '2022-02-01': 1542.28, '2022-03-01': 1543.21, '2022-04-01': 1559.74, '2022-05-01': 1572.06, '2022-06-01': 1599.06, '2022-07-01': 1604.72, '2022-08-01': 1604.46, '2022-09-01': 1587.49, '2022-10-01': 1589.37, '2022-11-01': 1584.81, '2022-12-01': 1578.91, '2023-01-01': 1574.52, '2023-02-01': 1589.4, '2023-03-01': 1613.95, '2023-04-01': 1632.22, '2023-05-01': 1635.77, '2023-06-01': 1641.04, '2023-07-01': 1641.86, '2023-08-01': 1645.13, '2023-09-01': 1634.29, '2023-10-01': 1628.5, '2023-11-01': 1620.11, '2023-12-01': 1626.38, '2024-01-01': 1624.97, '2024-02-01': 1628.33, '2024-03-01': 1628.7, '2024-04-01': 1639.94, '2024-05-01': 1651.6, '2024-06-01': 1661.13, '2024-07-01': 1665.65, '2024-08-01': 1665.91, '2024-09-01': 1660.67, '2024-10-01': 1652.08, '2024-11-01': 1655.02, '2024-12-01': 1650.44, '2025-01-01': 1654.65, '2025-02-01': 1655.21, '2025-03-01': 1668.66, '2025-04-01': 1681.86, '2025-05-01': 1686.57, '2025-06-01': 1693.81, '2025-07-01': 1696.46, '2025-08-01': 1702.71, '2025-09-01': 1695.65, '2025-10-01': 1685.22, '2025-11-01': 1673.53, '2025-12-01': 1674.74, '2026-01-01': 1679.77}","{'representative_monthly_cost': 1683.54, 'estimated_income_needed': 67341.6, 'yoy_rent_change_pct': 1.52}",41.2279,-111.9682
Provo,UT,"{'2015-01-01': 1027.18, '2015-02-01': 1025.91, '2015-03-01': 1044.12, '2015-04-01': 1031.81, '2015-05-01': 1031.43, '2015-06-01': 1033.67, '2015-07-01': 1050.13, '2015-08-01': 1053.77, '2015-09-01': 1054.48, '2015-10-01': 1068.46, '2015-11-01': 1083.63, '2015-12-01': 1086.88, '2016-01-01': 1084.41, '2016-02-01': 1081.3, '2016-03-01': 1082.73, '2016-04-01': 1085.17, '2016-05-01': 1094.66, '2016-06-01': 1104.56, '2016-07-01': 1113.47, '2016-08-01': 1122.3, '2016-09-01': 1119.47, '2016-10-01': 1125.62, '2016-11-01': 1120.11, '2016-12-01': 1123.82, '2017-01-01': 1126.49, '2017-02-01': 1137.1, '2017-03-01': 1152.35, '2017-04-01': 1151.29, '2017-05-01': 1164.89, '2017-06-01': 1169.61, '2017-07-01': 1183.23, '2017-08-01': 1187.26, '2017-09-01': 1191.85, '2017-10-01': 1183.52, '2017-11-01': 1174.96, '2017-12-01': 1175.87, '2018-01-01': 1191.99, '2018-02-01': 1201.96, '2018-03-01': 1209.49, '2018-04-01': 1218.88, '2018-05-01': 1224.36, '2018-06-01': 1229.09, '2018-07-01': 1236.35, '2018-08-01': 1241.11, '2018-09-01': 1237.05, '2018-10-01': 1224.71, '2018-11-01': 1228.24, '2018-12-01': 1236.33, '2019-01-01': 1250.01, '2019-02-01': 1255.6, '2019-03-01': 1261.49, '2019-04-01': 1268.15, '2019-05-01': 1275.46, '2019-06-01': 1282.74, '2019-07-01': 1285.36, '2019-08-01': 1289.11, '2019-09-01': 1282.55, '2019-10-01': 1272.84, '2019-11-01': 1268.13, '2019-12-01': 1273.71, '2020-01-01': 1280.43, '2020-02-01': 1288.11, '2020-03-01': 1294.24, '2020-04-01': 1297.12, '2020-05-01': 1296.96, '2020-06-01': 1303.94, '2020-07-01': 1318.32, '2020-08-01': 1328.92, '2020-09-01': 1328.23, '2020-10-01': 1337.88, '2020-11-01': 1343.35, '2020-12-01': 1359.17, '2021-01-01': 1370.08, '2021-02-01': 1379.15, '2021-03-01': 1398.35, '2021-04-01': 1413.62, '2021-05-01': 1445.16, '2021-06-01': 1464.1, '2021-07-01': 1490.4, '2021-08-01': 1510.76, '2021-09-01': 1537.7, '2021-10-01': 1561.89, '2021-11-01': 1569.79, '2021-12-01': 1577.39, '2022-01-01': 1577.25, '2022-02-01': 1600.63, '2022-03-01': 1616.36, '2022-04-01': 1641.14, '2022-05-01': 1657.59, '2022-06-01': 1676.6, '2022-07-01': 1681.35, '2022-08-01': 1684.81, '2022-09-01': 1690.86, '2022-10-01': 1678.53, '2022-11-01': 1668.42, '2022-12-01': 1658.13, '2023-01-01': 1661.01, '2023-02-01': 1670.82, '2023-03-01': 1678.23, '2023-04-01': 1684.35, '2023-05-01': 1695.09, '2023-06-01': 1702.31, '2023-07-01': 1715.86, '2023-08-01': 1712.26, '2023-09-01': 1706.47, '2023-10-01': 1706.85, '2023-11-01': 1700.76, '2023-12-01': 1701.69, '2024-01-01': 1698.5, '2024-02-01': 1706.1, '2024-03-01': 1710.07, '2024-04-01': 1720.17, '2024-05-01': 1729.31, '2024-06-01': 1742.25, '2024-07-01': 1746.05, '2024-08-01': 1752.18, '2024-09-01': 1741.1, '2024-10-01': 1731.64, '2024-11-01': 1720.41, '2024-12-01': 1710.6, '2025-01-01': 1704.08, '2025-02-01': 1710.7, '2025-03-01': 1728.26, '2025-04-01': 1744.39, '2025-05-01': 1754.03, '2025-06-01': 1760.03, '2025-07-01': 1769.6, '2025-08-01': 1768.68, '2025-09-01': 1767.62, '2025-10-01': 1763.32, '2025-11-01': 1755.44, '2025-12-01': 1745.32, '2026-01-01': 1740.2}","{'representative_monthly_cost': 1754.73, 'estimated_income_needed': 70189.2, 'yoy_rent_change_pct': 2.12}",40.2457,-111.6457
Salt Lake City,UT,"{'2015-01-01': 941.56, '2015-02-01': 943.63, '2015-03-01': 950.65, '2015-04-01': 959.6, '2015-05-01': 969.22, '2015-06-01': 971.09, '2015-07-01': 972.11, '2015-08-01': 969.1, '2015-09-01': 971.26, '2015-10-01': 973.9, '2015-11-01': 982.49, '2015-12-01': 987.58, '2016-01-01': 995.88, '2016-02-01': 996.72, '2016-03-01': 1004.76, '2016-04-01': 1008.7, '2016-05-01': 1016.4, '2016-06-01': 1018.76, '2016-07-01': 1021.58, '2016-08-01': 1032.09, '2016-09-01': 1035.45, '2016-10-01': 1036.01, '2016-11-01': 1031.3, '2016-12-01': 1025.46, '2017-01-01': 1028.18, '2017-02-01': 1039.01, '2017-03-01': 1052.49, '2017-04-01': 1064.79, '2017-05-01': 1076.73, '2017-06-01': 1086.11, '2017-07-01': 1090.68, '2017-08-01': 1094.36, '2017-09-01': 1100.17, '2017-10-01': 1104.2, '2017-11-01': 1092.9, '2017-12-01': 1087.59, '2018-01-01': 1092.28, '2018-02-01': 1108.3, '2018-03-01': 1121.63, '2018-04-01': 1132.64, '2018-05-01': 1138.44, '2018-06-01': 1145.12, '2018-07-01': 1146.83, '2018-08-01': 1155.72, '2018-09-01': 1161.82, '2018-10-01': 1161.4, '2018-11-01': 1156.34, '2018-12-01': 1155.56, '2019-01-01': 1162.97, '2019-02-01': 1171.11, '2019-03-01': 1178.93, '2019-04-01': 1188.98, '2019-05-01': 1199.24, '2019-06-01': 1207.19, '2019-07-01': 1214.49, '2019-08-01': 1216.49, '2019-09-01': 1216.78, '2019-10-01': 1207.58, '2019-11-01': 1202.05, '2019-12-01': 1199.44, '2020-01-01': 1205.95, '2020-02-01': 1211.71, '2020-03-01': 1223.17, '2020-04-01': 1223.75, '2020-05-01': 1228.77, '2020-06-01': 1231.88, '2020-07-01': 1241.7, '2020-08-01': 1246.92, '2020-09-01': 1250.66, '2020-10-01': 1252.21, '2020-11-01': 1251.78, '2020-12-01': 1250.17, '2021-01-01': 1258.06, '2021-02-01': 1279.05, '2021-03-01': 1300.3, '2021-04-01': 1324.38, '2021-05-01': 1347.51, '2021-06-01': 1375.76, '2021-07-01': 1403.2, '2021-08-01': 1425.37, '2021-09-01': 1445.61, '2021-10-01': 1459.85, '2021-11-01': 1468.35, '2021-12-01': 1480.13, '2022-01-01': 1491.36, '2022-02-01': 1508.98, '2022-03-01': 1529.29, '2022-04-01': 1551.84, '2022-05-01': 1571.12, '2022-06-01': 1584.27, '2022-07-01': 1593.39, '2022-08-01': 1597.81, '2022-09-01': 1597.41, '2022-10-01': 1591.55, '2022-11-01': 1582.23, '2022-12-01': 1577.61, '2023-01-01': 1570.53, '2023-02-01': 1574.43, '2023-03-01': 1576.92, '2023-04-01': 1587.21, '2023-05-01': 1596.38, '2023-06-01': 1603.47, '2023-07-01': 1606.08, '2023-08-01': 1604.54, '2023-09-01': 1598.35, '2023-10-01': 1594.31, '2023-11-01': 1582.38, '2023-12-01': 1574.57, '2024-01-01': 1572.65, '2024-02-01': 1583.14, '2024-03-01': 1593.27, '2024-04-01': 1603.04, '2024-05-01': 1613.61, '2024-06-01': 1622.14, '2024-07-01': 1629.63, '2024-08-01': 1630.61, '2024-09-01': 1632.66, '2024-10-01': 1618.21, '2024-11-01': 1601.0, '2024-12-01': 1586.31, '2025-01-01': 1585.16, '2025-02-01': 1593.43, '2025-03-01': 1609.69, '2025-04-01': 1626.3, '2025-05-01': 1636.56, '2025-06-01': 1637.85, '2025-07-01': 1638.57, '2025-08-01': 1638.89, '2025-09-01': 1633.58, '2025-10-01': 1624.63, '2025-11-01': 1612.41, '2025-12-01': 1597.66, '2026-01-01': 1580.64}","{'representative_monthly_cost': 1625.46, 'estimated_income_needed': 65018.4, 'yoy_rent_change_pct': -0.28}",40.7776,-111.9311
Vernal,UT,"{'2025-01-01': 1422.95, '2025-02-01': 1399.98, '2025-03-01': 1376.63, '2025-04-01': 1367.8, '2025-05-01': 1404.99, '2025-06-01': 1415.9, '2025-07-01': 1451.26, '2025-08-01': 1424.76, '2025-09-01': 1439.39, '2025-11-01': 1438.75, '2025-12-01': 1469.77, '2026-01-01': 1469.17}","{'representative_monthly_cost': 1423.86, 'estimated_income_needed': 56954.4, 'yoy_rent_change_pct': None}",40.4517,-109.5378
Blacksburg,VA,"{'2018-07-01': 1112.93, '2018-08-01': 1132.15, '2018-09-01': 1152.89, '2018-10-01': 1135.11, '2018-11-01': 1114.03, '2018-12-01': 1107.04, '2019-01-01': 1074.78, '2019-02-01': 1101.59, '2019-03-01': 1123.72, '2019-04-01': 1183.39, '2019-05-01': 1206.54, '2019-06-01': 1213.94, '2019-07-01': 1220.25, '2019-08-01': 1214.09, '2019-09-01': 1222.17, '2019-10-01': 1222.2, '2019-11-01': 1226.45, '2019-12-01': 1233.86, '2020-01-01': 1259.5, '2020-02-01': 1257.73, '2020-03-01': 1260.88, '2020-04-01': 1248.82, '2020-05-01': 1243.63, '2020-06-01': 1238.16, '2020-07-01': 1261.3, '2020-08-01': 1289.17, '2020-09-01': 1282.79, '2020-10-01': 1281.18, '2020-11-01': 1279.71, '2020-12-01': 1293.23, '2021-01-01': 1291.03, '2021-02-01': 1303.47, '2021-03-01': 1319.41, '2021-04-01': 1321.4, '2021-05-01': 1317.8, '2021-06-01': 1341.31, '2021-07-01': 1368.18, '2021-08-01': 1385.21, '2021-09-01': 1359.39, '2021-10-01': 1342.28, '2021-11-01': 1362.73, '2021-12-01': 1401.27, '2022-01-01': 1418.86, '2022-02-01': 1426.8, '2022-03-01': 1425.66, '2022-04-01': 1451.64, '2022-05-01': 1450.16, '2022-06-01': 1443.57, '2022-07-01': 1436.84, '2022-08-01': 1460.96, '2022-09-01': 1469.42, '2022-10-01': 1483.12, '2022-11-01': 1493.82, '2022-12-01': 1518.97, '2023-01-01': 1530.07, '2023-02-01': 1531.69, '2023-03-01': 1539.99, '2023-04-01': 1545.04, '2023-05-01': 1554.95, '2023-06-01': 1566.38, '2023-07-01': 1569.6, '2023-08-01': 1565.69, '2023-09-01': 1560.86, '2023-10-01': 1597.8, '2023-11-01': 1629.61, '2023-12-01': 1641.77, '2024-01-01': 1632.1, '2024-02-01': 1627.1, '2024-03-01': 1639.88, '2024-04-01': 1629.55, '2024-05-01': 1627.67, '2024-06-01': 1617.97, '2024-07-01': 1625.03, '2024-08-01': 1619.38, '2024-09-01': 1652.22, '2024-10-01': 1681.16, '2024-11-01': 1705.52, '2024-12-01': 1704.43, '2025-01-01': 1702.13, '2025-02-01': 1707.78, '2025-03-01': 1704.49, '2025-04-01': 1704.39, '2025-05-01': 1659.61, '2025-06-01': 1665.84, '2025-07-01': 1660.47, '2025-08-01': 1735.61, '2025-09-01': 1770.25, '2025-10-01': 1795.22, '2025-11-01': 1779.24, '2025-12-01': 1776.05, '2026-01-01': 1779.15}","{'representative_monthly_cost': 1721.69, 'estimated_income_needed': 68867.6, 'yoy_rent_change_pct': 4.53}",37.2300,-80.4279
